-4.009437415882918104e-02,2.296109788370220839e-03,-1.192746121663676093e-02,-3.795812169075736542e-02,-1.074139415858052157e-02,1.540207854373730825e-02,-4.955067277573782514e-02,3.400755809397715268e-02,0.000000000000000000e+00,6.755935707547069957e-02,4.733206897233810384e-02,6.179246978716579353e-02,7.846021116048760777e-03,-4.199290095806808981e-02,-1.909823272717631540e-02,1.615598296511903953e-02,-2.042126758097413675e-02,-1.288680641503992669e-02,-2.698361624444210738e-02,5.958847655059039405e-02,3.250830306081992777e-03,3.922571657908094367e-02,7.283748964866509218e-03,4.427204211596210554e-02,2.056974959817033446e-02,-5.193380346482220217e-02,2.301271134967407261e-02,-6.034435690769153482e-02,-1.068087859243719434e-01,-9.983795078272120205e-02,-1.068087859243719434e-01,0.000000000000000000e+00,1.068591426104611303e-01,8.012761624284928108e-02,5.055769388054243141e-03,2.456545332537429446e-02
8.424283734448219374e-02,1.869575989429392848e-01,3.106740371124754041e-02,1.256977074914670534e-01,3.185948031519621193e-02,-2.483907968907673736e-01,-1.455038793609514380e-01,-4.987619678157555192e-02,0.000000000000000000e+00,-1.252585017318689209e-01,-3.284161351670944473e-02,-7.343039720585295416e-03,1.624723953549772615e-01,5.204287537500914412e-02,-6.014934726862566916e-02,2.647608837101766976e-02,7.929338368789491664e-02,-6.093830584563366543e-02,5.243208505236787026e-02,5.905737023933700647e-02,-4.889183493560269461e-02,-1.429657689217196381e-01,5.147595574070031044e-02,1.209664264353797064e-01,-7.731578658413391925e-02,-4.005677897171537605e-02,-2.971708586983303965e-02,1.826611009373164257e-02,3.512227254981951929e-03,7.001422006199770065e-02,3.512227254981951929e-03,0.000000000000000000e+00,-1.287164110847841339e-02,3.052984439966761540e-02,-1.263981946203658890e-01,-1.146176585277255272e-01
4.481445291783998919e-02,-1.191457343315587419e-01,-1.891313271489311609e-01,-1.022803384457947884e-01,-1.071781785574351664e-01,5.452398652500804049e-02,4.071160412342336721e-01,9.068161324329283846e-02,0.000000000000000000e+00,1.649677990225820179e-02,6.929403338567939608e-02,-1.346499696134936530e-01,-1.603957773411867072e-01,-1.144846297104048366e-01,5.125280974630529174e-02,-1.279457982208415667e-01,-1.463908030595064136e-01,5.408945685959196115e-02,-5.227153678341635301e-02,-6.966787637552784851e-02,-7.240072279995871107e-02,4.869541350663487284e-02,-2.330327638721288730e-01,-2.468991171482030900e-01,4.123162396608189006e-02,7.433116266936681815e-02,6.674899856372408513e-02,1.594419782706495148e-01,4.733582074428972775e-02,-3.031047415551789415e-02,4.733582074428972775e-02,0.000000000000000000e+00,-8.121644164334831245e-03,-5.689190721723778876e-02,-1.389353407628694248e-01,3.679862638457322838e-02
-1.384949060778323249e-01,5.283649448930065329e-02,1.025170262655012571e-02,7.839571725650539002e-02,6.073125147519509853e-02,-1.795324349767691424e-02,-1.442791186988354180e-01,-1.804091908592412030e-01,0.000000000000000000e+00,1.716865245971407883e-01,-8.377306822042024370e-02,2.221993352247383924e-01,6.235565278875189466e-02,1.347876988263986726e-02,-8.029404281361616699e-03,-3.425698483491479429e-02,-8.575129042046504557e-02,-2.239828488304026755e-01,1.792772304619611595e-02,4.902809011633216252e-02,7.082497609939411576e-02,-1.983489436527074296e-02,1.860851880719221474e-01,2.861970275748882409e-01,1.844178489643820418e-03,-1.469955173613565202e-01,-5.101077619720510714e-02,-1.131615701749308367e-01,-1.204619943201722387e-01,-1.645962917314430785e-01,-1.204619943201722387e-01,0.000000000000000000e+00,6.342225239349465193e-02,1.029562247572172184e-01,-2.757907974878109902e-02,1.739169263241181207e-01
3.931377448772578609e-02,8.886527689932735563e-02,-9.159909589993620038e-02,-7.319765188153132263e-02,-6.806322535604315827e-02,-1.130379752439130553e-01,1.906512749886083991e-01,2.669377952066609438e-02,0.000000000000000000e+00,1.191459322648096147e-01,1.036344382498147615e-01,7.780791483240474815e-02,8.094183060556900400e-02,-4.661205783996012070e-03,3.258518554544341528e-02,-1.545190153803865651e-01,-9.276130293917468628e-02,-6.706371890716650297e-02,4.258173019795289532e-02,1.353373704436710567e-01,2.845427679930755474e-02,7.413087917639123170e-02,-1.056907100580238151e-01,-1.030989241671918660e-01,5.000416842752278268e-03,5.488079259418722489e-03,5.161040417514616008e-02,4.437874760972228272e-02,6.649393800911142932e-03,-5.886796846432756913e-02,6.649393800911142932e-03,0.000000000000000000e+00,8.265842118361499402e-02,1.468022828065048205e-02,3.471110077398983917e-02,1.169058471896126383e-01
-2.375032681734970397e-02,-3.515857507033380569e-02,-2.581006275854817386e-02,-1.267461059305692583e-01,1.719573307811528839e-01,7.739598248147401549e-02,-2.043660770213927280e-01,-5.664756032553758258e-02,0.000000000000000000e+00,-1.397969442738054152e-02,6.994506552210676131e-02,2.686791904717559382e-02,1.152449954988691294e-01,-2.273905026290545806e-03,2.869474182071793042e-02,6.091186732449090785e-02,-4.253470103763590249e-02,-3.700768166282887572e-02,1.342466901358090325e-01,1.514353660232931054e-01,1.194960997638906813e-01,4.655118897430716302e-02,4.349249564623648007e-02,-6.482559124360690039e-02,-4.866410896868743341e-02,1.200124669349374174e-01,-4.219661900426299912e-03,2.774301160291620105e-02,-4.637957862210213139e-02,1.066355176929503906e-01,-4.637957862210213139e-02,0.000000000000000000e+00,-4.082450142344690169e-02,-1.042360664142481241e-01,8.850812927190383761e-02,-7.822536541384128572e-02
1.183983412243885674e-01,8.412074288752403872e-02,9.072420510142473193e-02,5.116408894284531217e-02,-1.481262904722629448e-01,-1.711825061333781539e-01,5.737804395923597894e-02,1.643654083634310259e-01,0.000000000000000000e+00,-1.018138183223621374e-01,-1.740672000746653833e-02,-8.655159379311465340e-02,-9.516144405648406523e-02,4.874048440690604417e-03,-1.436320778530860212e-04,-1.062574965925285747e-02,1.174923537410842850e-01,1.020079828427381541e-01,-5.930532007867990452e-02,-8.240541638451850948e-02,-6.346178138782311573e-02,-7.729533606749176833e-02,-2.790522513153689127e-02,1.820847548710259611e-02,4.236104705426121247e-02,6.793599362035834810e-02,-2.154098131047866085e-02,1.101686975173406108e-01,1.310677405173822641e-01,6.434627402355616588e-02,1.310677405173822641e-01,0.000000000000000000e+00,-7.727992416978947399e-02,-5.564542735143477789e-03,-3.531411469172041767e-02,-1.182374347069821974e-01
-2.220510959925123956e-02,-1.092176640075133986e-01,7.178717303914519676e-02,9.947455245239847366e-02,-2.265029534870714734e-02,6.265353282477974239e-02,-2.280982672635512021e-02,-1.468592704779112662e-02,0.000000000000000000e+00,-2.953547847276953575e-02,-4.227357119883994041e-02,-1.255590144254653540e-02,-8.477743040269854202e-02,-1.273848814667303403e-02,-3.995753908450164898e-02,-3.964639673177905443e-02,3.510515394865107441e-02,2.381075942447975768e-02,-5.946098386760516330e-02,-8.153223826875070912e-02,-1.413683607116950069e-02,-4.063876513526604173e-02,7.427264837341861214e-02,-5.029482593391425282e-02,1.872198386982918544e-02,-6.805479389384547217e-02,-2.961570435291907555e-02,-2.073135249856335877e-02,-7.869813840301935481e-03,-2.094505663772432413e-01,-7.869813840301935481e-03,0.000000000000000000e+00,-2.104750689579989661e-02,3.206297721296477721e-02,-5.824197149822205738e-02,2.815242226379962784e-02
1.653379565755075387e-01,1.466113139694717737e-02,9.148165919719608574e-02,-9.489987344745715037e-02,9.117224659744999071e-02,2.002870823833547559e-02,2.476082087261060605e-01,1.018802719051561528e-01,0.000000000000000000e+00,-8.337132939578192903e-02,5.480951942644185504e-02,-1.454197645613193035e-01,-4.177590041262434911e-02,-8.833798395977157658e-03,2.662750870536208236e-02,9.579674746872240965e-03,1.207025533196254552e-01,2.863923078941665312e-01,-6.462693753992222734e-02,-1.068330652321224927e-01,-7.864185335638809726e-02,1.331026275402249007e-02,-2.105104808094824254e-01,-2.599729570526848055e-01,1.267617427040981966e-02,7.039447764534635665e-02,4.441673777376840826e-02,8.853220168275525992e-02,1.688500484496496812e-01,1.868373103554248349e-01,1.688500484496496812e-01,0.000000000000000000e+00,7.061495540391329873e-03,-3.264562388927162717e-02,-3.199757823920297561e-02,-8.651625700540155339e-02
4.217958955127290577e-02,-8.242160360392805640e-02,6.708074035643803168e-02,-7.538432655863119836e-02,-2.149845615503256924e-03,8.393545704954939735e-02,-7.411537708917198541e-02,-7.936034706139133421e-02,0.000000000000000000e+00,-4.138280079582667970e-02,-1.529151798494596259e-03,1.150160829695060644e-02,1.745644111587574959e-02,4.748880793253982928e-03,6.589415857478682186e-03,1.017782338488563976e-01,1.524023138159642521e-01,8.221562631713288938e-02,2.337735965218720041e-02,-7.032211918682754193e-02,-2.745023875487472703e-02,-6.572383192319153355e-02,1.129110931749602309e-02,2.110110273322873820e-02,1.320365962165066798e-03,6.118412083996840889e-02,-2.297432856715371161e-02,-4.857566322092408267e-02,3.825961786869432578e-03,-8.829680708691122620e-03,3.825961786869432578e-03,0.000000000000000000e+00,-3.559811152864564288e-02,9.449272186038703419e-03,3.021119125870830313e-02,-7.527237122391343405e-02
-1.067839431197867561e-01,1.272895323760304953e-02,-6.304780258670721060e-02,-5.245709871069766106e-03,2.197137815089910198e-02,-2.272526596011983577e-02,5.101849213233754232e-02,-4.584861069977305692e-02,0.000000000000000000e+00,5.271097850668776674e-02,-9.330902032185280082e-02,5.492802421239866006e-02,1.510628196755033417e-02,3.258607926890423612e-02,4.413579788265282328e-02,-7.688405429614256215e-02,-2.522714862575253097e-02,-6.380920777010128109e-02,-1.391309982415165486e-02,-7.568425166603953702e-02,6.332746655547834974e-03,3.741675621493605053e-02,3.438923914272162818e-02,5.644926451219821339e-02,-5.233119512189972344e-03,1.053946228747181316e-02,1.917613728454107451e-03,7.301991407253991678e-03,2.394992995500340796e-02,-8.237930147357730437e-02,2.394992995500340796e-02,0.000000000000000000e+00,9.873171434731024820e-02,5.483615523338329634e-02,-5.374936147851198942e-02,9.190832842927793012e-02
1.807425169986511815e-01,8.472631765739543908e-02,1.977501277565762994e-01,8.762462811203151902e-02,-1.099156842051014910e-01,1.623344354068589346e-01,1.190793068456923176e-02,2.290504683586838675e-01,0.000000000000000000e+00,7.484671859484853806e-02,6.305350322841228594e-02,-6.863474659702310798e-02,-1.603792093089394244e-01,3.532434263858984236e-02,2.236044941729922741e-02,4.656539424064289057e-02,1.310709574994097515e-01,2.391258614181496767e-01,-1.447151844003178867e-01,-8.731142479480379082e-02,-9.699069633739974827e-02,1.758392516614207951e-02,-1.062842500038738563e-01,3.168499237945354013e-02,1.213539878068544131e-01,2.843197749788114320e-02,1.030635912206053287e-02,-3.751397097531733449e-02,7.741177155778986019e-02,2.232148792767996853e-03,7.741177155778986019e-02,0.000000000000000000e+00,-6.205968413923593913e-02,-1.337907588793645075e-02,2.073442861711240481e-01,1.657953866531398923e-01
-1.885596392332467008e-01,-7.177275471161170817e-02,1.114307017067070610e-01,8.275353191612044856e-02,2.018608813848986883e-01,2.284967598079614137e-01,-3.065768843978625147e-01,-2.010550448437685989e-01,0.000000000000000000e+00,-8.349650920442654167e-02,-1.265416748760239130e-01,7.482228143117572450e-02,8.652457040697847379e-02,1.275136676968666449e-01,-4.950012584543609512e-02,2.412781029844858760e-01,2.821072264739048208e-02,-2.272252614633717138e-01,1.260099723473683819e-01,1.286939218441267574e-01,1.814006143231740031e-01,2.155883039513996347e-02,4.015755058067570493e-01,2.302258905524764421e-01,-1.054420489628090929e-01,-1.029754105238522427e-01,-5.808992728940966244e-02,-1.222680196452700235e-01,-1.325709691937622392e-01,2.035075975867272347e-01,-1.325709691937622392e-01,0.000000000000000000e+00,-2.996082626526729020e-02,-1.921929756878128920e-02,2.053685893099255200e-01,-1.502443947474776109e-01
1.715515805113686926e-02,-4.836037618403232069e-02,-9.779342957112879819e-02,4.584980150546091870e-02,-5.629452275986890353e-02,-3.837255550717297292e-02,1.221778708798170743e-01,1.057239952824660933e-01,0.000000000000000000e+00,4.448504433562357890e-02,3.836401285109039550e-02,-2.139640746835959340e-03,-1.815792453638985504e-02,-7.724466025273366010e-02,-2.867163998280111009e-02,-8.076206252956119602e-02,-7.080478830987749217e-02,4.717690990213166402e-02,3.269659590415273376e-02,2.784919089110035606e-02,2.207021829066026231e-02,6.837537737289359208e-02,-9.809573394579963745e-02,-4.451379937725895991e-02,1.272458468846093121e-02,2.831445212400358208e-02,2.601939022948672464e-02,1.313936679991085238e-02,2.551275035355801343e-02,1.871368005829633294e-02,2.551275035355801343e-02,0.000000000000000000e+00,-2.953171042898278253e-02,-4.944505983026686868e-02,7.289050630616595444e-03,6.995351061540022730e-02
